Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,regulatory_era
Risperdal,risperidone,Janssen,NDA,20272,NA,NA,Tablet,Oral,NA,NA,NA,NA,4/15/1992,12/29/1993,1993,management of the manifestations of psychotic disorders,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-04-15,1993-12-29,623,6.434546518787453,Early-PDUFA
Pulmozyme,dornase alfa,Genentech,BLA,103532,NA,NA,"Aerosol, Metered",Inhalation,NA,NA,NA,NA,3/29/1993,12/30/1993,1993,management of cystic fibrosis patients to reduce the frequency of respiratory infections requiring parenteral antibiotics and to improve pulmonary function,NA,Priority,Yes,No,N/A,N/A,N/A,N/A,N/A,NA,1993-03-29,1993-12-30,276,5.62040086571715,Early-PDUFA
Neurontin,gabapentin,Parke-Davis,NDA,20235,NA,NA,Capsule,Oral,NA,NA,NA,NA,1/31/1992,12/30/1993,1993,indicated as adjunctive therapy in the treatment of partial seizures with and without secondary generalization in adults with epilepsy,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-01-31,1993-12-30,699,6.54965074223381,Early-PDUFA
Aceon,perindopril erbumine,RW Johnson Pharmaceutical Development,NDA,20184,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/28/1991,12/30/1993,1993,treatment of patients with essential hypertension,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1991-06-28,1993-12-30,916,6.82001636467413,Early-PDUFA
Lipidil,fenofibrate,Fournier,NDA,19304,NA,NA,Capsule,Oral,NA,NA,NA,NA,6/4/1984,12/31/1993,1993,adjunctive therapy to diet for treatment of adult patients with very high elevations of serum triglyceride levels (types IV and V hyperlipidemia) who are at risk of pancreatitis and who do not respond adequately to a determined dietary effort to control them,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1984-06-04,1993-12-31,3497,8.159660737063376,Early-PDUFA
Lescol,fluvastatin sodium,Sandoz,NDA,20261,NA,NA,Capsule,Oral,NA,NA,NA,NA,3/31/1992,12/31/1993,1993,as an adjunct to diet in the treatment of elevated total cholesterol (total-C) and LDL-C levels in patients with primary hypercholesteremia (type IIa and IIb) whose response to dietary restriction of saturated fat and cholesterol and other non-pharmacological measures has not been adequate,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-03-31,1993-12-31,640,6.461468176353717,Early-PDUFA
Oncaspar,pegaspargase,Enzon,BLA,103411,NA,NA,Injectable,Injection,NA,NA,NA,NA,1/15/1991,2/1/1994,1994,Treatment of acute lymphocytic leukemia (ALL) in patients who require L-asparaginase in their treatment regimen but have developed hypersensitivity to the native forms of L-asparaginase,NA,Standard,Yes,No,N/A,N/A,N/A,N/A,N/A,NA,1991-01-15,1994-02-01,1113,7.014814351275545,Early-PDUFA
Serevent,salmeterol xinafoate,Glaxo,NDA,20236,NA,NA,"Aerosol, Metered",Inhalation,NA,NA,NA,NA,12/20/1991,2/4/1994,1994,maintenance treatment of asthma and prevention of bronchospasm in patients 12 years old and above,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1991-12-20,1994-02-04,777,6.655440350367647,Early-PDUFA
Rhinocort,budesonide,GH Besselaar,NDA,20233,NA,NA,"Aerosol, Metered",Nasal,NA,NA,NA,NA,12/31/1992,2/14/1994,1994,management of symptoms of seasonal or perennial allergic rhinitis in adults and children and nonallergic perennial rhinitis in adults,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-12-31,1994-02-14,410,6.016157159698354,Early-PDUFA
Zemuron,rocuronium bromide,Organon,NDA,20214,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/29/1993,3/17/1994,1994,"indicated for inpatients and outpatients as an adjunct to general anesthesia to facilitate both rapid sequence and routine tracheal intubation, and to provide skeletal muscle relaxation during surgery or mechanical ventilation",NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-06-29,1994-03-17,261,5.564520407322694,Early-PDUFA
Semprex-D,"acrivastine, pseudoephedrine hydrochloride",Burroughs Wellcome,NDA,19806,NA,NA,Capsule,Oral,NA,NA,NA,NA,12/29/1987,3/25/1994,1994,"indicated for relief of symptoms associated with seasonal allergic rhinitis such as sneezing, rhinorrhea, pruritus, lacrimation, and nasal congestion",NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1987-12-29,1994-03-25,2278,7.731053144007127,Early-PDUFA
[drug marketed without a proprietary name],iobenguane sulfate I 131,CIS US,NDA,20084,NA,NA,Injectable,Injection,NA,NA,NA,NA,11/15/1991,3/25/1994,1994,indicated as an adjunctive diagnostic agent in the localization of primary or metastatic pheochromocytomas and neuroblastomas,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1991-11-15,1994-03-25,861,6.7580945044277305,Early-PDUFA
Prograf,tacrolimus,Fujisawa,NDA,50708,50709,NA,Capsule,Oral,Injectable,Injection,NA,NA,7/26/1993,4/8/1994,1994,indicated for the prophylaxis of organ rejection in patients receiving allogeneic liver transplants,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-07-26,1994-04-08,256,5.545177444479562,Early-PDUFA
Cerezyme,imiglucerase,Genzyme,BLA,20367,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/21/1993,5/23/1994,1994,"indicated for long-term enzyme replacement therapy for patients with a confirmed diagnosis of Type 1 Gaucher disease that results in one or more of the following conditions: anemia, thrombocytopenia, bone disease, hepatomegaly, or splenomegaly",NA,Priority,Yes,No,N/A,N/A,N/A,N/A,N/A,Transition Product from NDA to BLA due to BPCI : Please see page 2 of data dictionary for more information.,1993-05-21,1994-05-23,367,5.905361848054571,Early-PDUFA
Octreoscan,indium In 111 pentetreotide,Mallinckrodt Medical,NDA,20314,NA,NA,Injectable,Injection,NA,NA,NA,NA,10/23/1992,6/2/1994,1994,for the scintigraphic localization of primary and metastatic neuroendocrine tumors bearing somatostatin receptors,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-10-23,1994-06-02,587,6.375024819828097,Early-PDUFA
Zerit,stavudine,Bristol-Myers Squibb,NDA,20412,NA,NA,Capsule,Oral,NA,NA,NA,NA,12/28/1993,6/24/1994,1994,indicated for the treatment of adults with advanced HIV infection who are intolerant of approved therapies with proven clinical benefit or who have experienced significant clinical or immunologic deterioration while receiving these therapies or for whom such therapies are contraindicated,NA,Priority,No,Yes,N/A,N/A,N/A,N/A,N/A,NA,1993-12-28,1994-06-24,178,5.181783550292085,Early-PDUFA
Famvir,famciclovir,SmithKline Beecham,NDA,20363,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/30/1993,6/29/1994,1994,management of acute herpes zoster (shingles),NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-06-30,1994-06-29,364,5.8971538676367405,Early-PDUFA
Cystagon,cysteamine bitartrate,Mylan,NDA,20392,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/23/1993,8/15/1994,1994,indicated for the management of nephropathic cystinosis in children and adults,NA,Priority,Yes,No,N/A,N/A,N/A,N/A,N/A,NA,1993-11-23,1994-08-15,265,5.579729825986222,Early-PDUFA
[drug marketed without a proprietary name],fludeoxyglucose F 18,Downstate Clinical Center,NDA,20306,NA,NA,Injectable,Injection,NA,NA,NA,NA,1/19/1993,8/19/1994,1994,indicated in positron emission tomography for the identification of regions of abnormal glucose metabolism associated with foci of epileptic seizures,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-01-19,1994-08-19,577,6.3578422665081,Early-PDUFA
Neurolite,technetium Tc-99m bicisate,Dupont Merck,NDA,20256,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/6/1992,11/23/1994,1994,indicated as an adjunct to conventional CT or MRI imaging in the localization of stroke in patients in whom stroke has already been diagnosed,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-03-06,1994-11-23,992,6.899723107284872,Early-PDUFA
Luvox,fluvoxamine maleate,Solvay,NDA,20243,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/30/1991,12/5/1994,1994,treatment of obsessions and compulsions in patients with obsessive-compulsive disorder,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1991-12-30,1994-12-05,1071,6.976348070447749,Early-PDUFA
Trusopt,dorzolamide hydrochloride,Merck,NDA,20408,NA,NA,Solution/Drops,Ophthalmic,NA,NA,NA,NA,12/10/1993,12/9/1994,1994,treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-12-10,1994-12-09,364,5.8971538676367405,Early-PDUFA
Fragmin,dalteparin sodium,Pharmacia,NDA,20287,NA,NA,Injectable,Subcutaneous,NA,NA,NA,NA,12/30/1992,12/22/1994,1994,prophylaxis against deep vein thrombosis (DVT) which may lead to pulmonary embolism (PE) in patients undergoing abdominal surgery who are at risk for thromboembolic complications,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-12-30,1994-12-22,722,6.582025138892826,Early-PDUFA
ReoPro,abciximab,Centocor,BLA,103575,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/16/1993,12/22/1994,1994,indicated as an adjunct to percutaneous transluminal coronary angioplasty or atherectomy (PTCA) for the prevention of acute cardiac ischemic complications in patients at high risk for abrupt closure of the treated coronary vessel,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-12-16,1994-12-22,371,5.916202062607435,Early-PDUFA
Serzone,nefazodone hydrochloride,Bristol-Myers,NDA,20152,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/6/1991,12/22/1994,1994,treatment of depression,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1991-09-06,1994-12-22,1203,7.0925737159746784,Early-PDUFA
Navelbine,vinorelbine tartrate,Burroughs Wellcome,NDA,20388,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/27/1993,12/23/1994,1994,"as a single agent or in combination with cisplatin for the first-line treatment of ambulatory patients with unresectable, advanced non-small cell lung cancer (NSCLC)",NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-08-27,1994-12-23,483,6.180016653652572,Early-PDUFA
Lamictal,lamotrigine,Burroughs Wellcome,NDA,20241,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/23/1992,12/27/1994,1994,indicated as adjunctive therapy in the treatment of partial seizures in adults with epilepsy,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-03-23,1994-12-27,1009,6.9167150203536085,Early-PDUFA
Renormax,spirapril hydrochloride,Sandoz,NDA,20240,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/31/1991,12/29/1994,1994,treatment of hypertension,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1991-12-31,1994-12-29,1094,6.9975959829819265,Early-PDUFA
Vexol,rimexalone,Alcon,NDA,20474,NA,NA,Suspension/Drops,Ophthalmic,NA,NA,NA,NA,6/1/1994,12/30/1994,1994,treatment of postoperative inflammation following ocular surgery and in the treatment of anterior uveitis,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1994-06-01,1994-12-30,212,5.356586274672012,Early-PDUFA
Sular,nisoldipine,Miles,NDA,20356,NA,NA,"Tablet, Extended Release",Oral,NA,NA,NA,NA,4/1/1993,2/2/1995,1995,treatment of hypertension,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-04-01,1995-02-02,672,6.5102583405231496,Early-PDUFA
Ultram,tramadol hydrochloride,RW Johnson,NDA,20281,NA,NA,Tablet,Oral,NA,NA,NA,NA,11/18/1993,3/3/1995,1995,management of moderate to moderately severe pain,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-11-18,1995-03-03,470,6.152732694704104,Early-PDUFA
Glucophage,metformin hydrochloride,Lipha,NDA,20357,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/29/1993,3/3/1995,1995,indicated as an adjunct to diet to lower blood glucose in patients with non-insulin-dependent diabetes mellitus whose hyperglycemia cannot be satisfactorily managed on diet alone,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-09-29,1995-03-03,520,6.253828811575473,Early-PDUFA
Cozaar,losartan potassium,Merck,NDA,20386,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/3/1993,4/14/1995,1995,treatment of hypertension,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-12-03,1995-04-14,497,6.208590026096629,Early-PDUFA
Revex,nalmefene hydrochloride,Ohmeda,NDA,20459,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/29/1994,4/17/1995,1995,"indicated for the complete or partial reversal of opioid drug effects, including respiratory depression, induced by either natural or synthetic opioids, and in the management of known or suspected opioid overdose",NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1994-04-29,1995-04-17,353,5.8664680569332965,Early-PDUFA
Univasc,moexipril hydrochloride,Schwarz Pharma,NDA,20312,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/18/1992,4/19/1995,1995,treatment of hypertension,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-12-18,1995-04-19,852,6.747586526829315,Early-PDUFA
Cellcept,mycophenolate mofetil,Syntex,NDA,50722,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/10/1994,5/3/1995,1995,prophylaxis of organ rejection in patients receiving allogeneic renal transplants,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1994-11-10,1995-05-03,174,5.159055299214529,Early-PDUFA
Prevacid,lansoprazole,TAP Holdings,NDA,20406,NA,NA,"Capsule, Delayed Release Pellets",Oral,NA,NA,NA,NA,11/15/1993,5/10/1995,1995,short-term treatment (up to four weeks) for healing and symptom relief of active duodenal ulcer; short-term treatment (up to eight weeks) for healing and symptom relief of all grades of erosive esophagitis; long-term treatment of pathological hypersecretory conditions including Zollinger-Ellison syndrome,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-11-15,1995-05-10,541,6.293419278846481,Early-PDUFA
Ultravist,iopromide,Berlex Laboratories,NDA,20220,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/2/1992,5/10/1995,1995,"intra-arterial Ultravist is indicated for intra-arterial digital subtraction angiography, cerebral arteriography, and peripheral arteriography, and coronary arteriography and left ventriculography, visceral angiography, and aortography; intravenous Ultravist is indicated for peripheral venography and for contrast enhanced computed tomographic (CECT) imaging of the head and body, and excretory urography",NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1992-03-02,1995-05-10,1164,7.059617628291383,Early-PDUFA
Zinecard,dexrazoxane,Pharmacia,NDA,20212,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/10/1992,5/26/1995,1995,"for reducing the incidence and severity of cardiomyopathy associated with doxorubicin administration in women with metastatic breast cancer who have received a cumulative dose of 300 mg/m2 and who, in their physician's opinion, would benefit from continuing therapy with doxorubicin",NA,Priority,Yes,Yes,N/A,N/A,N/A,N/A,N/A,NA,1992-02-10,1995-05-26,1201,7.0909098220799835,Early-PDUFA
Ultane,sevoflurane,Abbott Laboratories,NDA,20478,NA,NA,Liquid,Inhalation,NA,NA,NA,NA,7/11/1994,6/7/1995,1995,induction and maintenance of general anesthesia in adult and pediatric patients for inpatient and outpatient surgery,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1994-07-11,1995-06-07,331,5.802118375377063,Early-PDUFA
Dynabac,dirithromycin,Lilly,NDA,50678,NA,NA,"Tablet, Delayed Release",Oral,NA,NA,NA,NA,4/29/1993,6/19/1995,1995,"treatment of individuals 12 years of age or older with mild-to-moderate infections caused by susceptible strains of designated microorganisms in the following specific conditions: acute bacterial exacerbation of chronic bronchitis, secondary bacterial infection of acute bronchitis, community-acquired pneumonia, pharyngitis/tonsillitis, uncomplicated skin and skin structure infections,",NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-04-29,1995-06-19,781,6.660575149839686,Early-PDUFA
Precose,acarbose,Bayer,NDA,20482,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/6/1994,9/6/1995,1995,adjunct to diet to lower blood glucose in patients with non-insulin-dependent diabetes mellitus whose hyperglycemia cannot be managed alone.  It may also be used in combination with a sulfonylurea when diet plus Precose or a sulfonurea do not result in adequate glycemic control,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1994-09-06,1995-09-06,365,5.8998973535824915,Early-PDUFA
Azelex,azelaic acid,Allergan,NDA,20428,NA,NA,Cream,Topical,NA,NA,NA,NA,2/28/1994,9/13/1995,1995,treatment of mild-to-moderate inflammatory acne vulgaris,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1994-02-28,1995-09-13,562,6.331501849893691,Early-PDUFA
Coreg,carvedilol,SmithKline Beecham,NDA,20297,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/31/1993,9/14/1995,1995,treatment of hypertension,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1993-03-31,1995-09-14,897,6.799055862058796,Early-PDUFA
Flolan,epoprostenol sodium,Burroughs Wellcome,NDA,20444,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/28/1994,9/20/1995,1995,long-term intravenous treatment of primary pulmonary hypertension and pulmonary hypertension in NYHA Class III and Class IV patients,NA,Priority,Yes,No,N/A,N/A,N/A,N/A,N/A,NA,1994-02-28,1995-09-20,569,6.343880434126331,Early-PDUFA
Eprex,epoetin alfa,Johnson & Johnson,BLA,103310,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/28/1989,9/29/1995,1995,"indicated for the treatment of anemia associated with chronic renal  failure, including patients on dialysis (ESRD) and patients not on dialysis",NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,Biologic product assigned new license number and now referenced by BLA 103839,1989-02-28,1995-09-29,2404,7.784889295655098,Early-PDUFA
Fosamax,alendronate sodium,Merck,NDA,20560,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/31/1995,9/29/1995,1995,treatment of osteoporosis in postmenopausal women; treatment of Paget's disease of the bone.,NA,Priority,No,No,N/A,N/A,N/A,N/A,N/A,NA,1995-03-31,1995-09-29,182,5.204006687076795,Early-PDUFA
Casodex,bicalutamide,Zeneca,NDA,20498,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/14/1994,10/4/1995,1995,use in combination therapy with a luteinizing-hormone releasing hormone (LHRH) analogue for the treatment of advanced prostate cancer,NA,Standard,No,Yes,N/A,N/A,N/A,N/A,N/A,NA,1994-09-14,1995-10-04,385,5.953243334287785,Early-PDUFA
Epivir,lamivudine,Glaxo Wellcome,NDA,20564,20596,NA,Tablet,Oral,Solution,Oral,NA,NA,7/7/1995,11/17/1995,1995,in combination with Retrovir (zidovudine) for the treatment of HIV infection when therapy is warranted based on clinical and/or immunological evidence of disease progression,NA,Priority,No,Yes,N/A,N/A,N/A,N/A,N/A,NA,1995-07-07,1995-11-17,133,4.890349128221754,Early-PDUFA
Amaryl,glimepiride,Hoechst-Roussel,NDA,20496,NA,NA,Tablet,Oral,NA,NA,NA,NA,8/30/1994,11/30/1995,1995,indicated as an adjunct to diet and exercise to lower blood glucose levels in patients with noninsulin-dependent (Type 2) diabetes mellitus (NIDDM) whose hyperglycemia cannot be controlled by diet and exercise alone; in combination with insulin to lower the blood glucose in patients whose hyperglycemia cannot be controlled by diet and exercise in conjunction with an oral hypoglycemic agent,NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1994-08-30,1995-11-30,457,6.124683390894205,Early-PDUFA
Invirase,saquinavir,Roche,NDA,20628,NA,NA,Capsule,Oral,NA,NA,NA,NA,8/31/1995,12/6/1995,1995,in combination with nucleoside analogues for the treatment of advanced HIV infection in selected patients,NA,Priority,No,Yes,N/A,N/A,N/A,N/A,N/A,NA,1995-08-31,1995-12-06,97,4.574710978503383,Early-PDUFA
Ethyol,amifostine,US Bioscience,NDA,20221,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/30/1991,12/8/1995,1995,indicated to reduce the cumulative renal toxicity associated with repeated administration of cisplatin in patients with advanced ovarian cancer,NA,Priority,Yes,No,N/A,N/A,N/A,N/A,N/A,NA,1991-09-30,1995-12-08,1530,7.333023014386481,Early-PDUFA
Zyrtec,cetirizine,Pfizer,NDA,19835,NA,NA,Tablet,Oral,NA,NA,NA,NA,7/1/1988,12/8/1995,1995,"relief of symptoms associated with seasonal allergic rhinitis, perennial allergic rhinitis, and chronic urticaria",NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1988-07-01,1995-12-08,2716,7.906915488678587,Early-PDUFA
Rilutek,riluzole,Rhone-Poulenc,NDA,20599,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/29/1995,12/12/1995,1995,treatment of patients with amyotrophic lateral sclerosis (ALS),NA,Priority,Yes,No,N/A,N/A,N/A,N/A,N/A,NA,1995-06-29,1995-12-12,166,5.111987788356544,Early-PDUFA
Cedax,ceftibuten,Schering Plough,NDA,50685,50686,NA,Capsule,Oral,Suspension,Oral,NA,NA,12/20/1991,12/20/1995,1995,"indicated for the treatment of individuals with mild-to-moderate infections caused by susceptible strains of designated microorganisms in the following conditions: acute bacterial exacerbations of chronic bronchitis, acute bacterial otitis media, pharyngitis and tonsillitis",NA,Standard,No,No,N/A,N/A,N/A,N/A,N/A,NA,1991-12-20,1995-12-20,1461,7.2868764117507,Early-PDUFA
