Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,therapeutic_area,classification_confidence,classification_method,review_type_simplified,therapeutic_area_factor,review_type_factor,regulatory_era_factor,review_time_days_response,log_review_time_days_response
Omnicef,cefdinir,Parke-Davis,NDA,50739,50749,NA,Capsule,Oral,Suspension,Oral,NA,NA,9/4/1996,12/4/1997,1997,"indicated for the treatment of patients with mild to moderate infections caused by susceptible strains of designated microorganisms in the following conditions:  community-acquired pneumonia, acute exacerbations of chronic bronchitis, acute bacterial otitis media, acute maxillary sinusitis, pharyngitis/tonsillitis and uncomplicated skin and skin structure infections",NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1996-09-04,1997-12-04,456,6.1224928095143865,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,456,6.1224928095143865
Evista,raloxifene hydrochloride,Lilly,NDA,20815,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/9/1997,12/9/1997,1997,prevention of osteoporosis in postmenopausal women,NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,1997-06-09,1997-12-09,183,5.209486152841421,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,183,5.209486152841421
Zenapax,daclizumab,Roche,BLA,103749,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/10/1997,12/10/1997,1997,"indicated for the prophylaxis of acute organ rejection in patients receiving renal transplants, to be used as a part of an immunosuppressive regimen that includes cyclosporine and corticosteroids",NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,NA,1997-06-10,1997-12-10,183,5.209486152841421,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,183,5.209486152841421
Regranex,becaplermin,Johnson & Johnson,BLA,103691,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/16/1996,12/16/1997,1997,"indicated for treatment of lower extremity diabetic neuropathic ulcers that extend into the subcutaneous tissue or beyond, and have adequate blood supply",NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1996-12-16,1997-12-16,365,5.8998973535824915,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,365,5.8998973535824915
Trovan,alatrofloxacin mesylate,Pfizer,NDA,20760,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/30/1996,12/18/1997,1997,"indicated for the treatment of patients with mild to moderate infections caused by susceptible strains of designated microorganisms in the following conditions: nosocomial pneumonia, community acquired pneumonia, acute bacterial exacerbation of chronic bronchitis, acute sinusitis, complicated intra-abdominal infections including post-surgical infections, gynecologic and pelvic infections including endomyometritis, parametritis, septic abortion and post-partum infections, prophylaxis of infection associated with elective colorectal surgery, vaginal and abdominal hysterectomy, uncomplicated skin and skin structure infection including diabetic foot infections, uncomplicated urinary tract infections, chronic bacterial prostatitis, uncomplicate urethral gonorrhea in males and endocervical and rectal gonorrhea in females, pelvic inflammatory disease",NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1996-12-30,1997-12-18,353,5.8664680569332965,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,353,5.8664680569332965
Trovan,trovafloxacin mesylate,Pfizer,NDA,20759,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/30/1996,12/18/1997,1997,indicated for the treatment of infections caused by susceptible strains of designated microorganisms in the following conditions:,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1996-12-30,1997-12-18,353,5.8664680569332965,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,353,5.8664680569332965
Teveten,eprosartan mesylate,SmithKline Beecham,NDA,20738,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/11/1996,12/22/1997,1997,treatment of hypertension,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1996-10-11,1997-12-22,437,6.07993319509559,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,437,6.07993319509559
Prandin,repaglinide,Novo Nordisk,NDA,20741,NA,NA,Tablet,Oral,NA,NA,NA,NA,7/1/1997,12/22/1997,1997,"indicated as an adjunct to diet and exercise to lower blood glucose in patients with non-insulin dependent (type 2) diabetes whose hyperglycemia cannot be controlled satisfactorily by diet and exercise alone; in combination with metformin to lower blood glucose in patients whose hyperglycemia cannot be controlled satisfactorily by exercise, diet, and either repaglinide or metformin alone",NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,1997-07-01,1997-12-22,174,5.159055299214529,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,174,5.159055299214529
Sclerosol,talc,Bryan,NDA,20587,NA,NA,"Aerosol, Metered",Inhalation,NA,NA,NA,NA,8/15/1995,12/24/1997,1997,for the prevention of the recurrence of malignant pleural effusions in symptomatic patients,NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,NA,1995-08-15,1997-12-24,862,6.759255270663693,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Early-PDUFA,862,6.759255270663693
Emadine,emedastine difumarate,Alcon,NDA,20706,NA,NA,Solution/Drops,Ophthalmic,NA,NA,NA,NA,3/26/1996,12/29/1997,1997,for the temporary relief of the signs and symptoms of allergic conjunctivitis,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1996-03-26,1997-12-29,643,6.466144724237619,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,643,6.466144724237619
Tasmar,tolcapone,Roche,NDA,20697,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/5/1996,1/29/1998,1998,indicated as an adjunct to levodopa and carbidopa for the treatment of the signs and symptoms of idiopathic Parkinson’s disease,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1996-06-05,1998-01-29,603,6.401917196727186,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,603,6.401917196727186
Amerge,naratriptan,Glaxo Wellcome,NDA,20763,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/4/1996,2/10/1998,1998,acute treatment of migraine headache,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1996-12-04,1998-02-10,433,6.07073772800249,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,433,6.07073772800249
Singulair,montelukast sodium,Merck,NDA,20829,20830,NA,Tablet,Oral,Tablet,Oral,NA,NA,2/21/1997,2/20/1998,1998,prophylaxis and chronic treatment of asthma in patients 15 years and older,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1997-02-21,1998-02-20,364,5.8971538676367405,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,364,5.8971538676367405
Refludan,lepirudin,Hoechst Marion Roussel,NDA,20807,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/31/1996,3/6/1998,1998,anticoagulation in patients with heparin-induced thrombocytopenia (HIT) and thromboembolic disease in order to prevent further thromboembolic complications,NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,NA,1996-12-31,1998-03-06,430,6.063785208687608,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,430,6.063785208687608
Lotemax; Alrex,loteprednol etabonate,Bausch & Lomb,NDA,20583,20841,20803,Suspension,Ophthalmic,Suspension,Ophthalmic,Suspension,Ophthalmic,3/31/1995,3/9/1998,1998,"Lotemax is indicated for treatment of steroid response inflammatory conditions of the palepebral and bulbar conjunctiva, cornea, and anterior segment of the eye; Lotemax is also indicated for treatment of post-operative inflammation following ocular surgery; Alrex is indicated for temporary relief of signs and symptoms of seasonal allergic conjunctivitis",NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1995-03-31,1998-03-09,1074,6.97914527506881,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,1074,6.97914527506881
Detrol,tolterodine tartrate,Pharmacia and Upjohn,NDA,20771,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/25/1997,3/25/1998,1998,"treatment of patients with an overactive bladder with symptoms of urinary frequency, urgency, or urge incontinence",NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1997-03-25,1998-03-25,365,5.8998973535824915,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,365,5.8998973535824915
Actonel,risedronate sodium,Procter & Gamble,NDA,20835,NA,NA,Tablet,Oral,NA,NA,NA,NA,4/1/1997,3/27/1998,1998,treatment of Paget's disease of the bone,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1997-04-01,1998-03-27,360,5.886104031450156,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,360,5.886104031450156
Viagra,sildenafil citrate,Pfizer,NDA,20895,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/29/1997,3/27/1998,1998,treatment of erectile dysfunction,NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,1997-09-29,1998-03-27,179,5.187385805840755,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,179,5.187385805840755
Azopt,brinzolamide,Alcon,NDA,20816,NA,NA,Suspension/Drops,Ophthalmic,NA,NA,NA,NA,1/28/1997,4/1/1998,1998,treatment of elevated intraocular pressure in patients with ocular hypertension or open angle glaucoma,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1997-01-28,1998-04-01,428,6.059123195581797,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,428,6.059123195581797
Sucraid,sacrosidase,Orphan Medical,BLA,20772,NA,NA,Solution,Oral,NA,NA,NA,NA,5/7/1997,4/9/1998,1998,"treatment of the genetically determined sucrase deficiency, which is part of congenital sucrase-isomaltase deficiency (CSID)",NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,Transition Product from NDA to BLA due to BPCI : Please see page 2 of data dictionary for more information.,1997-05-07,1998-04-09,337,5.820082930352362,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,337,5.820082930352362
Zemplar,paricalcitol,Abbott Laboratories,NDA,20819,NA,NA,Solution,Intravenous,NA,NA,NA,NA,1/17/1997,4/17/1998,1998,prevention and treatment of secondary hyperparathyroidism encountered with chronic renal failure,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1997-01-17,1998-04-17,455,6.12029741895095,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,455,6.12029741895095
Xeloda,capecitabine,Roche,NDA,20896,NA,NA,Tablet,Oral,NA,NA,NA,NA,10/31/1997,4/30/1998,1998,"treatment of patients with metastatic breast cancer resistant to both paclitaxel and an anthracycline-containing chemotherapy regimen or resistant to paclitaxel and for whom further anthracycline therapy may be contraindicated, e.g., patients who have received cumulative doses of 400 mg/m2 of doxorubicin or doxorubicin equivalents",NA,Priority,No,Yes,N/A,No,N/A,N/A,N/A,NA,1997-10-31,1998-04-30,181,5.198497031265826,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Early-PDUFA,181,5.198497031265826
Simulect,basiliximab,Novartis Pharmaceuticals,BLA,103764,NA,NA,Injectable,Injection,NA,NA,NA,NA,11/12/1997,5/12/1998,1998,indicated for the prophylaxis of acute organ rejection in patients receiving renal transplantation when used as part of an immunosuppressive regimen that includes cyclosporine and corticosteroids,NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,NA,1997-11-12,1998-05-12,181,5.198497031265826,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,181,5.198497031265826
Aggrastat,tirofiban hydrochloride,Merck,NDA,20912,20913,NA,Injectable,Injection,Injectable,Injection,NA,NA,10/31/1997,5/14/1998,1998,"in combination with heparin, for the treatment of acute coronary syndrome, including patients who are to be managed medically and those undergoing PTCA or atherectomy",NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,1997-10-31,1998-05-14,195,5.272999558563747,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,195,5.272999558563747
Integrilin,eptifibatide,COR Therapeutics,NDA,20718,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/2/1996,5/18/1998,1998,"treatment of patients with acute coronary syndrome (UA/NQMI), including patients who are to be managed medically and those undergoing percutaneous coronary intervention (PCI). In this setting, INTEGRILIN has been shown to decrease the rate of a combined endpoint of death or new myocardial infarction;  also indicated for treatment of patients undergoing PCI. In this setting, INTEGRILIN has been shown to decrease the rate of a combined endpoint of death, new myocardial infarction, or need for urgent intervention",NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,1996-04-02,1998-05-18,776,6.654152520183219,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,776,6.654152520183219
Atacand,candesartan cilexetil,Astra Merck,NDA,20838,NA,NA,Tablet,Oral,NA,NA,NA,NA,4/30/1997,6/4/1998,1998,treatment of hypertension,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1997-04-30,1998-06-04,400,5.991464547107982,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,400,5.991464547107982
Synagis,palivizumab,MedImmune,BLA,103770,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/19/1997,6/19/1998,1998,"prophylaxis of serious lower respiratory tract disease, caused by respiratory syncytial virus, in pediatric patients at high risk of RSV disease",NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,1997-12-19,1998-06-19,182,5.204006687076795,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,182,5.204006687076795
Priftin,rifapentine,Hoechst Marion Roussel,NDA,21024,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/22/1997,6/22/1998,1998,treatment of pulmonary tuberculosis,NA,Priority,Yes,Yes,N/A,No,N/A,N/A,N/A,NA,1997-12-22,1998-06-22,182,5.204006687076795,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,182,5.204006687076795
Maxalt; Maxalt-MLT,rizatriptan benzoate,Merck,NDA,20864,20865,NA,Tablet,Oral,Tablet,Oral,NA,NA,6/30/1997,6/29/1998,1998,acute treatment of migraine headache,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1997-06-30,1998-06-29,364,5.8971538676367405,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,364,5.8971538676367405
Infasurf,calfactant,Ony,BLA,20521,NA,NA,Suspension,Intratracheal,NA,NA,NA,NA,7/31/1995,7/1/1998,1998,prevention and treatment of Respiratory Distress Syndrome (RDS) in neonates,NA,Standard,Yes,No,N/A,No,N/A,N/A,N/A,Transition Product from NDA to BLA due to BPCI : Please see page 2 of data dictionary for more information.,1995-07-31,1998-07-01,1066,6.97166860472579,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,1066,6.97166860472579
Thalomid,thalidomide,Celgene,NDA,20785,NA,NA,Capsule,Oral,NA,NA,NA,NA,12/20/1996,7/16/1998,1998,acute treatment of the cutaneous manifestations of moderate to severe erythema nodosum leprosum (ENL) and as maintenance therapy for prevention and suppression of the cutaneous manifestations of ENL recurrences,NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,NA,1996-12-20,1998-07-16,573,6.35088571671474,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,573,6.35088571671474
Celexa,citalopram hydrobromide,Forest Laboratories,NDA,20822,NA,NA,Tablet,Oral,NA,NA,NA,NA,5/12/1997,7/17/1998,1998,treatment of depression,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1997-05-12,1998-07-17,431,6.066108090103747,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,431,6.066108090103747
Remicade,infliximab,Centocor,BLA,103772,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/30/1997,8/24/1998,1998,"indicated for the treatment of moderately to severely active Crohn’s disease for the reduction of the signs and symptoms, in patients who have an inadequate response to conventional therapies; and treatment of patients with fistulizing Crohn’s disease for the reduction in the number of draining enterocutaneous fistula(s)",NA,Priority,Yes,Yes,N/A,No,N/A,N/A,N/A,NA,1997-12-30,1998-08-24,237,5.4680601411351315,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,237,5.4680601411351315
Vitravene,fomivirsen sodium,Isis Pharm,NDA,20961,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/9/1998,8/26/1998,1998,local treatment of cytomegalovirus (CMV) retinitis in patients with acquired immunodeficiency syndrome (AIDS) who are intolerant or have a contraindication to other treatments for CMV retinitis or who were insufficiently responsive to previous treatment(s) for CMV retinitis,NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,1998-04-09,1998-08-26,139,4.9344739331306915,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,139,4.9344739331306915
Arava,leflunomide,Quintiles,NDA,20905,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/10/1998,9/10/1998,1998,treatment of active rheumatoid arthritis (RA) to reduce signs and symptoms and to retard structural damage as evidenced by X-ray erosions and joint space narrowing,NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,1998-03-10,1998-09-10,184,5.214935757608986,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,184,5.214935757608986
AcuTect,technetium Tc-99m apcitide,Diatide,NDA,20887,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/20/1997,9/14/1998,1998,for scintigraphic imaging of acute venous thrombosis in the lower extremities of patients who have signs and symptoms of acute venous thrombosis,NA,Priority,No,No,N/A,No,N/A,N/A,N/A,NA,1997-08-20,1998-09-14,390,5.966146739123692,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,390,5.966146739123692
Sustiva,efavirenz,Dupont Pharmaceuticals,NDA,20972,NA,NA,Capsule,Oral,NA,NA,NA,NA,6/11/1998,9/17/1998,1998,provides for the use of efavirenz in combination with other antiretroviral agents for the treatment of HIV-1 infection,NA,Priority,No,Yes,N/A,Yes,N/A,N/A,N/A,NA,1998-06-11,1998-09-17,98,4.584967478670572,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,98,4.584967478670572
Herceptin,trastuzumab,Genentech,BLA,103792,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/4/1998,9/25/1998,1998,treatment of patients with metastatic breast cancer whose tumors overexpress the HER2 protein and who have received one or more chemotherapy regimens for their metastatic disease; also indicated in combination with paclitaxel for treatment of patients with metastatic breast cancer whose tumors overexpress HER2 protein and who have not received chemotherapy for their metastatic disease,NA,Priority,No,No,N/A,Yes,N/A,N/A,N/A,NA,1998-05-04,1998-09-25,144,4.969813299576001,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Early-PDUFA,144,4.969813299576001
Valstar,valrubicin,Anthra Pharm,NDA,20892,NA,NA,Solution,Intravesical,NA,NA,NA,NA,12/31/1997,9/25/1998,1998,indicated for intravesical therapy of BCG-refractory carcinoma in situ (CIS) of the urinary bladder in patients for whom immediate cystectomy would be associated with unacceptable morbidity or mortality,NA,Priority,Yes,No,N/A,No,N/A,N/A,N/A,NA,1997-12-31,1998-09-25,268,5.5909869805108565,Oncology,high,indication_keyword_match,Priority,Oncology,Priority,Early-PDUFA,268,5.5909869805108565
Renagel,sevelamer hydrochloride,GelTex Pharm,NDA,20926,NA,NA,Capsule,Oral,NA,NA,NA,NA,11/3/1997,10/30/1998,1998,indicated for the reduction of serum phosphorus in patients with end stage renal disease who are on hemodialysis,NA,Standard,No,No,N/A,No,N/A,N/A,N/A,NA,1997-11-03,1998-10-30,361,5.8888779583328805,Other,high,indication_keyword_match,Standard,Other,Standard,Early-PDUFA,361,5.8888779583328805
Enbrel,etanercept,Immunex,BLA,103795,NA,NA,Injectable,Injection,NA,NA,NA,NA,5/8/1998,11/2/1998,1998,indicated for reduction in signs and symptoms of moderately to severely active rheumatoid arthritis in patients who have had an inadequate response to one or more disease-modifying antirheumatic drugs (DMARDS); Etanercept can be used in combination with methotrexate in patients who do not respond adequately to methotrexate alone,NA,Priority,No,No,N/A,Yes,N/A,N/A,N/A,NA,1998-05-08,1998-11-02,178,5.181783550292085,Other,high,indication_keyword_match,Priority,Other,Priority,Early-PDUFA,178,5.181783550292085
